Num,Gender,Age,Grade,Major,Only child,Residence,Number of online groups,Internet age,Daily online duration,Number of friends met online,SES7,SES3,SES9R,SES4,SES5R,SES10,SES1,SES8R,SES6R,SES2R,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,PANAS1,PANAS2,PANAS3,PANAS4,PANAS5,PANAS6,PANAS7,PANAS8,PANAS9,PANAS10,PANAS11,PANAS12,PANAS13,PANAS14,PANAS15,PANAS16,PANAS17,PANAS18,CD-RISC
304,2,21,3,5,2,2,1,4,1,4,3,4,3,3,2,3,3,2,2,2,5,4,5,3,2,3,3,2,1,2,1,4,1,3,1,1,4,1,1,2,3,3,1,50
305,2,21,3,5,1,1,1,4,1,4,4,4,3,2,3,4,3,1,2,4,4,4,4,4,1,3,4,2,4,3,4,2,3,3,3,4,4,2,2,4,3,2,4,71
306,2,20,3,5,1,1,1,4,2,2,3,3,3,3,2,3,3,2,3,3,4,6,4,3,3,2,3,1,3,2,3,3,3,3,3,2,2,2,2,3,2,2,2,59
307,2,19,3,1,2,1,3,4,1,3,4,4,3,4,3,3,3,1,3,3,4,5,4,4,2,2,3,2,4,3,4,3,4,3,4,4,4,2,3,4,2,2,4,67
308,2,20,3,5,2,1,3,4,3,2,3,4,3,3,2,3,2,2,2,2,4,4,5,3,1,1,3,1,3,1,1,2,3,3,4,3,3,2,3,,1,3,4,59
309,2,23,3,5,1,1,3,4,2,2,3,3,4,3,3,3,3,1,2,4,5,5,6,6,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,75
310,2,21,3,5,2,2,3,4,1,2,4,2,3,3,2,3,3,2,3,3,5,4,4,5,5,3,4,5,3,4,5,5,4,3,4,3,4,3,3,4,4,5,5,63
311,2,21,3,5,2,2,1,4,1,3,3,4,3,3,3,3,3,2,3,3,4,4,3,2,2,3,4,3,4,4,4,3,4,2,5,4,4,3,5,5,3,4,5,67
312,2,22,3,2,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,3,3,4,2,2,3,2,1,3,1,4,2,2,3,2,3,1,3,2,4,2,53
313,1,19,2,5,2,2,1,1,1,1,3,4,2,2,2,2,3,2,1,2,4,4,1,1,1,2,3,2,3,4,4,3,3,3,2,1,2,3,2,2,3,2,3,56
314,1,19,2,1,2,2,4,4,2,3,3,3,4,3,3,3,3,2,4,4,7,4,7,4,1,3,5,3,5,2,5,3,5,3,5,1,3,1,5,5,3,1,5,79
315,1,20,2,1,2,2,4,4,3,3,3,3,4,3,3,3,3,2,3,4,7,4,7,4,1,3,5,5,3,2,5,3,5,3,4,3,3,2,5,5,2,3,5,78
316,1,21,2,1,2,2,4,4,2,3,4,4,3,4,2,4,3,1,4,4,4,1,7,4,1,1,1,1,1,1,1,1,1,1,3,3,3,1,5,5,1,1,5,75
317,1,19,2,5,1,2,3,3,2,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,2,1,2,1,3,1,3,1,3,1,3,1,3,1,2,3,1,1,2,73
318,1,20,2,5,2,2,3,3,2,3,3,3,4,2,2,3,2,1,3,4,4,1,4,1,1,2,3,1,3,3,3,4,4,3,2,3,3,1,2,3,1,2,3,62
319,1,20,2,5,2,2,1,4,3,2,4,4,4,4,3,4,4,2,4,4,6,5,6,5,5,1,4,1,5,1,4,2,3,2,4,1,4,1,4,5,1,2,5,85
320,1,19,2,5,1,2,1,4,2,2,3,3,2,3,2,3,3,2,3,3,4,4,4,1,1,3,4,4,3,5,5,5,5,4,5,2,3,2,2,4,2,3,4,62
321,1,19,2,5,2,2,1,1,4,1,3,3,2,3,2,2,1,3,2,3,4,4,4,4,4,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,3,3,3,63
322,1,19,2,5,2,2,4,3,2,5,2,3,3,3,3,3,2,1,4,4,3,3,3,5,1,1,4,1,4,3,4,3,4,3,4,3,5,3,4,3,3,2,4,66
323,1,18,2,5,1,2,1,2,,1,2,3,3,2,3,3,2,2,3,1,1,4,1,1,1,2,3,2,4,2,4,3,3,2,4,3,2,3,4,2,3,3,2,55
324,1,21,2,5,2,2,3,4,2,2,3,3,1,3,1,3,4,2,2,3,5,4,3,3,1,3,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,2,5,94
325,1,19,2,5,1,2,2,4,2,2,3,3,3,3,2,3,3,2,3,2,4,4,4,4,4,3,3,3,3,2,2,3,4,2,3,2,2,3,2,3,3,3,2,73
326,1,19,2,5,1,1,1,4,2,5,3,3,2,2,2,3,3,3,3,3,4,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64
327,2,20,2,1,2,2,2,4,1,2,3,3,4,3,3,3,3,2,3,4,4,4,4,3,4,1,3,1,3,1,4,1,4,1,4,3,4,1,3,4,1,3,4,73
328,1,19,2,5,1,1,3,4,1,2,4,4,4,3,3,4,4,1,4,4,7,7,7,7,7,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,1,5,91
329,1,20,2,5,1,2,3,1,4,2,3,3,3,3,3,3,3,2,3,3,4,3,3,7,3,1,2,1,2,2,3,1,3,1,2,1,4,1,3,3,1,1,4,73
330,1,19,2,5,1,1,1,4,3,3,2,2,4,2,3,1,2,4,3,3,4,7,7,4,4,1,2,1,2,2,3,2,4,2,2,1,2,1,3,3,1,2,3,49
331,1,19,1,1,1,2,1,3,2,2,1,2,3,2,4,1,1,4,4,4,4,4,5,4,5,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,73
332,1,19,2,5,1,2,1,2,3,4,3,3,1,3,2,3,4,2,1,2,1,1,4,4,1,3,4,2,4,3,3,2,3,3,2,4,3,4,3,3,2,2,4,78
333,1,20,2,5,2,2,3,4,1,5,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,72
334,1,19,2,5,1,2,3,4,3,2,3,3,4,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,98
335,1,19,2,5,2,2,1,1,4,1,3,3,2,3,2,2,1,3,2,3,4,4,4,4,4,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,3,3,3,63
336,1,20,2,5,2,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,4,5,5,4,4,2,3,2,4,2,3,2,4,4,3,2,4,3,4,4,2,3,4,57
337,1,23,4,5,1,2,1,1,4,2,4,4,4,4,4,4,4,1,4,4,6,7,5,4,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,87
338,2,21,3,5,2,2,3,2,2,2,4,4,4,4,4,4,4,1,4,4,7,7,7,7,6,1,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,61
339,1,22,3,5,1,1,1,1,1,1,1,2,2,4,1,4,4,2,3,4,4,4,4,5,6,2,3,2,1,4,5,3,2,1,3,4,5,4,3,2,1,2,3,49
340,1,20,2,5,1,2,1,1,1,1,2,1,3,2,4,2,3,1,4,3,2,3,4,5,2,2,1,1,2,2,2,2,2,2,2,1,3,1,3,1,1,1,3,37
341,1,18,2,5,2,2,1,2,3,2,2,2,3,3,4,2,3,4,3,2,4,2,3,4,1,2,3,2,1,1,2,1,2,1,1,1,2,3,1,2,3,1,3,42
342,2,19,2,5,1,1,4,1,4,2,3,3,3,3,2,3,3,2,3,2,4,4,4,4,4,3,3,3,3,2,2,3,4,2,3,2,2,3,2,3,3,3,2,73
343,2,19,2,5,2,2,4,2,1,4,3,3,4,3,3,3,3,1,4,4,4,4,4,4,1,1,3,1,4,1,3,2,5,2,4,1,4,1,3,5,1,2,4,81
344,2,20,2,5,2,2,3,4,2,5,3,3,3,3,2,3,3,2,3,3,4,3,5,3,2,1,2,1,3,3,4,1,4,2,3,2,3,2,3,4,1,2,3,63
345,1,20,2,5,2,2,1,3,2,2,4,3,4,4,4,4,4,1,4,4,4,6,7,7,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,1,5,87
346,1,20,2,5,2,1,3,1,4,1,1,2,2,4,2,2,1,3,2,1,1,2,3,4,5,1,2,3,4,5,4,3,2,1,2,3,3,3,3,3,3,3,3,49
347,1,19,2,5,2,2,3,4,3,5,3,3,4,3,3,4,4,2,4,4,4,3,2,1,1,3,1,4,1,4,1,5,1,3,2,5,2,3,3,1,1,4,3,68
348,1,20,2,5,1,2,4,4,2,3,4,4,4,4,4,3,4,1,4,4,6,5,6,4,1,2,5,2,4,3,5,3,5,3,5,2,5,2,5,5,2,2,5,79
349,1,19,2,5,2,1,4,3,3,5,4,4,4,4,1,4,4,1,4,4,3,6,6,7,5,4,1,3,1,3,1,5,1,4,2,5,1,5,1,5,5,2,1,90
350,2,19,2,5,2,1,4,2,2,3,3,3,3,3,2,3,3,2,2,3,4,5,5,4,4,2,3,2,4,2,3,2,4,4,3,2,4,3,4,4,2,3,4,57
351,2,20,2,5,1,1,3,2,2,,4,4,4,4,4,4,4,1,4,4,7,7,7,7,6,1,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,61
352,1,20,2,2,1,1,4,4,1,4,4,4,4,4,2,4,4,1,4,4,5,5,5,5,5,1,5,1,5,1,5,1,5,2,5,1,5,1,4,5,1,1,5,92
353,2,21,3,1,2,1,1,4,1,2,3,3,3,3,2,3,3,2,2,3,2,4,4,4,4,3,1,5,1,5,2,5,2,5,2,5,1,4,1,4,4,1,3,69
354,1,21,4,1,1,1,3,4,1,3,3,3,3,4,3,4,4,1,3,3,5,4,5,5,5,1,4,1,5,1,5,1,5,2,4,1,4,1,4,5,1,1,5,87
355,2,20,3,2,2,2,3,3,2,2,3,3,3,3,2,3,3,2,3,2,4,4,4,3,3,1,4,1,4,1,3,1,4,1,4,1,4,1,3,4,1,1,4,65
356,1,21,3,2,1,1,3,4,1,3,4,4,4,4,3,4,4,1,4,4,5,5,5,4,5,1,4,1,5,1,5,1,5,1,5,1,5,1,4,5,1,1,5,74
357,2,20,3,2,1,1,1,4,1,2,3,3,4,3,4,3,3,2,4,4,5,5,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,73
358,2,20,3,1,2,1,4,4,1,3,3,3,3,3,3,3,3,2,3,3,5,4,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,79
359,1,21,3,1,2,2,1,4,1,2,4,4,4,4,1,4,4,1,4,4,6,6,6,6,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,94
360,2,20,3,5,2,2,4,4,1,5,2,3,2,2,2,2,2,2,3,3,2,2,4,3,4,5,5,5,4,5,5,5,4,5,4,3,3,4,3,4,3,5,3,58
361,2,20,3,5,2,2,3,2,2,3,2,3,2,2,2,3,3,2,3,3,4,4,4,4,1,2,3,1,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,42
362,2,20,2,5,1,1,2,4,1,3,2,4,3,3,2,2,3,4,3,2,5,4,5,3,6,3,2,3,4,3,1,2,4,3,2,4,3,5,4,3,4,4,5,58
363,2,20,3,5,1,1,4,4,2,5,3,3,3,3,3,3,3,1,4,3,4,5,5,5,4,1,2,1,3,1,3,1,3,1,4,4,3,3,3,3,3,3,3,57
364,2,19,3,5,1,2,3,4,2,2,2,3,4,3,2,3,4,1,2,3,2,1,3,3,2,1,3,1,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,54
365,2,19,3,5,1,2,3,3,2,3,2,2,4,2,3,3,3,1,3,3,1,4,5,5,5,1,1,1,3,1,2,1,3,1,2,1,2,1,1,4,1,2,4,40
366,2,20,3,5,2,2,4,4,1,4,3,3,3,3,2,2,2,2,2,2,2,4,4,1,1,2,4,2,3,1,3,1,3,1,1,3,2,2,2,3,1,2,2,55
367,2,20,3,5,2,2,2,4,2,4,3,3,3,3,2,3,3,2,3,3,1,7,7,7,2,2,2,3,2,5,2,5,3,5,3,3,3,3,3,3,3,3,3,68
368,2,20,3,5,1,1,3,4,1,4,4,4,4,4,4,4,4,2,4,4,5,5,5,4,4,1,2,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,3,57
369,2,20,3,5,1,2,,3,2,2,3,3,4,3,2,3,3,2,4,4,2,4,4,4,3,2,4,2,3,4,4,4,2,4,3,4,3,3,3,3,4,3,4,50
370,2,19,3,5,2,1,3,4,1,5,3,2,3,3,2,3,3,2,3,4,4,5,3,2,1,2,5,2,3,2,3,2,4,2,5,5,4,5,3,4,3,5,4,50
371,2,20,3,5,1,2,3,4,1,4,3,4,2,2,2,3,2,1,3,2,1,4,4,4,1,3,4,1,2,3,4,4,3,2,3,4,4,2,3,4,1,3,4,65
372,2,20,3,5,2,1,2,4,1,3,3,3,3,2,2,3,3,2,3,3,3,3,4,4,1,5,5,5,4,2,4,1,4,2,3,1,4,1,4,4,1,2,4,53
373,2,20,3,5,1,1,1,4,1,2,4,3,3,3,3,3,2,2,3,3,2,2,4,2,1,1,3,1,3,2,4,2,4,2,4,2,3,1,3,3,1,4,4,56
374,2,20,3,5,2,2,2,4,1,2,3,3,3,3,3,3,3,2,3,3,4,5,4,3,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,3,3,3,67
375,2,19,3,1,1,1,3,4,1,2,3,2,2,3,3,3,3,1,2,2,4,4,3,2,1,5,5,5,5,5,3,5,4,5,5,5,3,5,2,2,5,5,4,71
376,2,20,3,1,2,2,3,4,1,2,3,3,3,3,3,4,4,1,4,4,4,4,6,5,3,1,4,1,3,2,3,2,4,3,4,2,4,2,4,5,2,2,3,73
377,2,20,3,5,2,1,1,4,3,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62
378,2,20,3,5,1,1,1,4,2,3,3,3,3,3,3,3,3,2,3,3,4,5,4,3,1,1,4,1,3,1,2,1,1,1,1,1,4,1,3,5,1,1,4,62
379,2,19,3,5,2,2,2,4,2,3,3,4,3,3,3,3,3,1,4,3,3,2,4,5,3,4,1,2,3,4,4,4,4,5,5,5,4,5,3,4,5,1,4,46
380,2,20,3,5,1,1,2,2,2,3,2,1,2,2,1,3,2,2,3,2,6,5,5,5,6,1,2,3,3,3,4,4,5,5,4,2,1,4,2,4,4,3,3,67
381,1,20,1,1,2,2,1,3,1,2,4,3,3,3,2,3,3,2,3,3,7,5,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77
382,2,20,1,5,1,2,2,4,1,1,4,3,4,3,2,3,3,2,4,4,4,1,4,1,1,2,3,1,3,1,3,1,3,4,3,2,3,1,2,3,1,2,3,57
383,2,22,2,2,2,2,,4,1,5,3,3,4,4,3,3,3,2,4,4,5,4,6,5,4,2,3,1,4,1,4,1,4,3,3,2,5,2,4,5,1,2,4,68
384,1,20,2,2,1,1,1,2,2,2,1,2,2,2,4,3,2,4,3,2,3,4,3,4,3,3,3,3,4,3,4,3,2,4,2,1,3,2,4,4,3,3,4,53
385,1,20,2,2,1,2,2,4,1,1,4,3,1,2,2,2,4,4,3,4,1,2,4,2,1,1,5,2,3,5,1,2,4,3,5,1,2,3,2,4,2,4,3,62
386,2,20,2,1,2,2,1,4,1,1,,2,2,3,2,3,2,2,2,2,3,4,5,5,5,2,3,2,4,2,4,2,4,2,4,2,4,2,4,4,2,4,2,63
387,1,20,2,1,1,2,1,1,4,1,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,4,2,4,2,2,2,4,2,4,2,4,2,3,4,2,2,3,63
388,1,19,2,1,1,2,3,3,3,5,3,3,3,3,2,3,3,2,2,2,1,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,4,4,3,3,3,70
389,1,19,2,1,1,1,2,4,1,2,4,3,3,4,4,2,3,3,2,4,1,3,5,3,1,1,5,2,3,1,2,4,3,5,2,3,2,4,1,3,2,5,2,64
390,1,20,2,1,2,2,3,4,1,,3,4,3,3,3,3,4,1,3,2,1,2,6,3,1,1,5,2,3,2,5,3,4,2,3,4,2,1,3,3,5,3,5,60
391,1,20,2,1,2,2,2,,2,,1,2,2,2,4,2,1,2,3,4,2,1,2,3,3,1,2,3,2,3,3,2,3,2,3,2,1,3,3,2,1,3,2,43
392,1,20,2,1,1,1,1,3,2,1,3,4,4,2,4,3,2,1,3,2,2,1,6,4,2,2,5,1,5,1,4,1,5,2,4,1,5,1,5,4,1,1,4,58
393,1,21,2,2,1,2,4,3,1,4,3,3,4,3,4,3,3,2,3,2,5,5,4,4,3,1,3,1,3,2,3,2,4,3,3,2,3,2,3,3,1,1,3,62
394,1,18,2,1,1,2,3,3,4,3,1,2,2,2,2,3,2,2,3,3,2,3,3,2,3,2,3,3,4,5,3,5,2,4,3,5,4,2,3,3,2,4,3,60
395,2,20,2,5,2,1,1,3,2,3,2,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,2,3,3,62
396,2,20,2,5,2,2,3,4,1,2,3,4,4,3,3,3,3,2,4,4,4,1,4,4,1,2,4,1,3,1,5,2,5,2,5,1,5,2,3,5,2,2,5,62
397,1,19,2,1,1,1,3,4,1,3,3,3,4,3,4,3,3,2,4,4,6,6,5,5,3,2,4,1,5,2,4,2,5,2,4,1,4,2,4,5,1,2,5,74
398,1,21,2,5,1,1,3,4,2,4,3,4,3,3,1,3,1,1,2,4,3,6,5,2,7,2,4,1,2,1,3,2,2,4,2,4,1,2,2,3,1,4,2,68
399,2,20,2,5,2,1,1,2,,5,2,3,2,2,2,3,3,2,2,2,4,4,4,1,1,2,4,4,4,2,3,2,4,2,3,2,2,1,2,3,2,2,3,50
400,2,20,2,5,1,2,2,3,2,1,3,3,4,3,4,3,3,2,4,4,4,4,4,4,2,2,4,1,3,1,3,1,3,1,3,1,3,1,2,4,1,1,3,62
401,2,20,2,5,2,2,3,3,1,2,3,3,2,3,2,2,3,1,2,2,4,4,4,3,4,2,2,1,2,1,2,1,1,1,1,3,1,1,1,3,1,1,1,57
402,2,20,2,5,2,2,4,3,1,3,2,3,2,2,2,3,2,2,2,3,1,3,3,3,2,2,2,1,2,2,1,2,3,3,3,3,3,3,2,3,2,2,2,45
403,2,20,2,5,2,2,1,3,1,3,2,3,3,3,3,2,2,3,3,3,4,2,5,3,1,2,4,2,4,1,4,2,4,4,4,2,4,1,2,4,3,4,4,59
404,2,21,2,5,2,2,1,4,2,2,3,3,3,4,2,3,3,1,4,4,4,3,3,2,1,1,1,1,2,1,3,2,3,2,2,3,1,2,1,3,1,2,3,60
405,2,19,2,5,1,1,1,3,3,1,3,3,2,2,3,3,3,2,3,2,4,5,5,3,2,2,2,3,3,2,4,2,3,2,3,3,3,4,2,3,3,2,3,36
406,2,20,2,5,2,1,2,2,2,3,3,2,2,2,3,2,3,3,4,4,4,4,1,4,4,3,3,2,3,3,3,2,1,2,3,2,2,1,2,2,3,2,2,59
407,2,21,2,5,2,2,3,4,2,3,3,3,2,2,3,2,2,3,3,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,2,54
408,2,21,2,5,1,2,2,3,3,3,2,2,2,3,3,3,3,1,2,2,1,4,7,4,4,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,49
409,1,20,2,5,1,1,3,4,2,2,3,3,3,4,3,3,4,2,3,3,6,4,6,2,2,4,4,2,3,2,3,2,4,4,4,5,5,3,4,4,2,4,4,70
410,2,19,2,1,1,1,2,4,1,1,3,3,3,3,2,2,2,2,3,3,3,4,4,4,2,,2,2,4,3,2,2,2,2,3,2,3,3,2,3,3,2,2,54
411,2,20,2,1,2,2,1,2,2,1,3,3,3,3,2,3,3,2,3,3,4,3,4,4,4,1,3,1,2,1,2,1,2,1,1,1,1,1,2,3,1,1,2,50
412,2,19,2,5,1,1,2,4,1,1,3,2,3,3,2,3,2,2,3,3,5,4,4,4,3,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,59
413,2,18,1,2,2,1,2,3,2,2,4,3,3,2,2,3,3,2,3,3,2,5,5,4,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,82
414,2,21,2,5,2,2,4,4,1,3,3,4,3,4,3,3,3,1,4,4,3,3,3,3,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,1,2,1,56
415,2,20,2,5,2,2,3,4,1,3,3,3,3,3,2,3,3,2,3,3,3,2,2,3,1,1,2,1,2,2,4,1,4,5,5,2,5,1,2,5,2,1,4,55
416,2,20,2,5,2,2,2,4,1,2,3,3,3,3,2,3,3,2,4,4,6,4,5,1,1,3,4,1,4,3,4,2,4,4,4,3,4,3,3,4,2,4,4,51
417,2,21,3,5,2,2,1,4,3,1,2,2,4,3,3,3,3,2,3,4,1,3,2,2,2,2,3,1,3,1,3,2,3,3,3,3,3,3,4,4,3,3,4,72
418,2,21,2,5,2,2,1,4,1,2,3,3,3,3,2,3,4,1,3,3,4,3,3,1,1,1,3,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,50
419,2,20,2,5,2,2,3,4,2,1,3,3,3,3,2,3,3,2,3,3,5,5,5,5,3,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,56
420,2,21,2,5,2,2,,,4,1,4,4,1,2,3,3,3,1,2,3,5,5,5,5,4,1,2,1,4,1,3,1,3,1,2,1,3,1,1,3,1,1,3,74
421,2,21,2,5,2,2,3,4,1,3,3,3,3,3,2,3,3,1,3,4,4,2,5,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,1,1,3,40
422,2,20,2,5,2,2,1,3,1,3,4,4,3,3,2,3,4,1,4,4,4,4,4,1,1,3,4,3,2,2,3,3,3,1,3,4,3,2,3,3,3,3,3,59
423,2,21,2,5,1,1,1,4,2,2,3,3,3,3,2,3,2,2,2,3,3,2,4,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,49
424,2,20,2,1,2,1,4,4,1,5,4,4,4,3,4,4,4,3,3,3,6,6,6,5,5,1,3,1,3,2,3,1,4,2,3,2,5,1,3,4,2,2,3,78
425,1,20,2,1,1,2,3,4,2,2,3,3,4,3,4,4,3,2,4,4,4,3,4,5,3,5,5,5,4,1,3,2,3,2,4,3,3,4,3,3,4,2,1,57
426,2,20,2,1,2,2,2,2,1,2,3,3,3,3,3,3,3,2,3,3,6,5,6,6,6,3,4,3,4,4,4,3,4,3,4,4,2,4,4,4,3,2,4,69
427,1,19,2,1,2,1,2,3,1,1,3,3,2,3,2,3,3,2,4,3,3,3,3,3,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,59
428,2,20,3,2,2,1,2,4,1,2,3,3,3,2,3,2,3,1,3,3,6,1,4,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,60
429,2,18,3,2,2,1,1,4,2,2,3,3,3,3,2,3,3,2,3,3,4,5,5,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,62
430,2,20,2,2,2,1,2,,1,5,3,3,3,3,3,3,3,2,3,3,4,4,7,7,1,1,4,2,4,1,5,2,4,2,4,3,3,2,3,5,1,1,5,62
431,2,19,3,1,1,1,1,4,1,5,3,2,2,3,2,3,3,2,3,3,5,5,5,5,6,2,4,2,4,2,4,2,4,3,3,2,4,2,3,4,2,2,4,67
432,2,20,3,2,2,1,3,3,1,3,3,3,3,3,2,3,3,2,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,54
433,1,19,2,1,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,4,3,4,5,4,2,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,4,5,58
434,1,19,2,5,2,1,4,,1,2,3,3,2,3,2,3,3,1,2,3,6,6,6,6,5,1,4,2,4,3,4,3,5,4,5,3,4,3,3,4,3,2,4,83
435,2,21,2,2,2,2,3,4,2,2,3,3,3,2,2,2,2,3,2,3,5,3,4,3,1,1,3,1,3,1,1,1,3,1,3,1,3,1,3,1,3,1,3,57
436,2,19,3,2,1,1,4,,1,4,3,3,2,2,3,2,2,1,2,1,3,4,4,1,1,2,1,1,2,1,3,1,3,2,2,1,1,2,2,3,2,1,3,52
437,2,20,3,2,2,1,2,4,1,2,3,3,3,2,3,2,3,1,3,3,6,1,4,2,1,3,2,3,2,4,2,4,3,2,3,1,3,4,3,2,4,3,3,60
438,2,21,3,1,1,1,3,2,2,3,3,2,2,3,2,3,3,2,2,3,4,4,4,2,2,3,3,1,2,3,1,2,3,2,2,2,2,2,2,3,3,3,3,72
439,2,21,3,1,2,1,1,3,3,1,3,2,2,3,2,3,3,2,3,3,3,4,5,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,2,67
440,2,20,4,3,1,1,3,4,2,3,3,3,2,3,2,3,3,2,4,4,3,4,5,5,5,1,1,1,1,1,4,1,4,3,1,3,1,3,3,1,2,1,3,65
441,2,20,3,4,2,1,1,4,1,1,3,3,4,3,2,3,3,1,4,4,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,4,1,2,3,58
442,2,21,3,2,1,2,3,,1,3,2,3,2,3,3,3,3,2,2,3,4,3,6,7,4,2,4,2,3,3,4,2,2,2,2,4,2,4,3,4,2,3,3,67
443,2,21,3,2,1,1,3,4,1,2,3,3,2,3,2,3,3,3,3,3,4,5,5,6,4,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,58
444,2,18,3,2,1,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,4,5,5,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,62
445,2,19,3,5,1,2,1,4,2,1,3,3,3,3,2,3,3,2,3,2,2,4,3,3,4,1,3,4,3,2,2,3,2,2,3,2,2,3,2,3,4,3,2,56
446,2,18,3,2,1,1,3,4,1,2,3,3,2,3,2,2,2,2,2,2,4,4,4,4,5,2,3,3,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,63
447,2,23,4,4,1,2,3,3,3,2,3,3,3,2,3,2,3,2,2,3,1,2,2,6,6,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,1,2,3,61
448,1,19,1,2,1,1,3,2,3,4,3,3,2,3,2,3,3,2,4,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,2,3,2,2,3,3,3,59
449,1,20,2,2,2,1,3,3,3,3,3,3,2,2,3,2,2,1,2,1,3,4,4,1,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,1,3,52
450,2,20,3,2,2,1,3,3,2,3,3,3,3,2,3,2,3,1,3,3,6,1,4,2,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,1,1,4,4,60
451,2,21,3,2,2,2,3,3,3,3,4,1,1,4,1,4,4,1,4,4,4,4,5,4,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,2,59
452,2,23,3,1,2,1,3,3,3,3,3,3,2,3,2,3,3,2,2,2,4,4,4,4,3,3,1,1,1,1,2,2,3,3,3,2,2,3,3,3,2,2,1,70
453,2,23,3,2,2,1,2,4,2,1,4,3,4,3,2,3,3,2,4,4,4,4,4,4,4,1,2,2,3,1,3,1,1,3,1,3,3,1,3,3,1,3,3,53
454,2,22,3,4,2,2,3,4,1,1,4,3,4,4,3,3,3,2,4,4,6,5,5,4,1,2,4,2,4,2,2,4,2,4,2,2,4,4,2,4,2,4,4,71
455,1,21,3,5,1,2,1,4,1,5,4,3,3,4,2,2,3,2,2,1,3,3,4,4,3,4,4,3,2,4,3,4,4,4,3,3,3,3,4,3,3,3,2,66
456,2,22,3,5,2,2,1,4,2,2,3,3,3,3,2,3,3,2,3,3,4,5,3,3,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,53
