SCCS,RSES,CSES,HSNS,NPI,LOT,SDE,IM,MI,MSI,IPC,Domain_Ability,Domain_Attraction,Domain_Wealth,Domain_Social,Domain_Moral,ability_ALT_rt,moral_ALT_rt,ability_ALT_d,moral_ALT_d,ability_IAT,moral_IAT,ability_SRET_EW,moral_SRET_EW,ability_SRET_rt,moral_SRET_rt,ability_SRET_RJ1_d,moral_SRET_RJ1_d,ability_SRET_RJ2_d,moral_SRET_RJ2_d
43,33,40,29,2,23,95,84,38,37,33,8,8,7,9,9,43.14716312,270.9047619,0.458915913,2.174975726,0.775,0.463,9,9,107.1,5.7,-0.942763035,1.022928069,0.464061356,1.263945548
44,38,46,29,4,29,91,62,40,29,34,10,5,8,4,9,66.61684783,50.27083333,0.925735097,0.448405337,-0.537,-0.585,8,10,-55.5,64.1,-0.459768235,-1.950702121,0.459768235,-0.363115064
35,33,40,23,5,26,101,106,43,64,32,6,6,7,7,8,76.08953901,100.4906915,0.545857262,1.160871157,1.258,0.503,6,10,59.4,22,-1.844662157,0.123844154,0.361943639,0.547656978
37,29,36,32,3,24,93,91,33,56,26,7,5,5,8,9,29.75886525,0.58820922,0.137029647,0.440278769,0.52,0.411,7,10,54.3,27.4,0,-1.32668768,0.977742712,0.702673239
44,22,30,31,9,23,80,82,30,41,18,6,5,4,6,10,14.69565217,157.5851064,1.521365348,0.593380023,-0.202,0.158,9,9,103,74.7,0.459768235,0.702673239,1.31603912,-0.367089828
38,35,36,35,7,22,79,81,34,48,34,10,6,7,9,8,91.54166667,42.20833333,2.214847461,1.20294877,0.367,0.448,5,8,89.2,-157.1,-0.030196374,-0.36393395,1.266317507,2.727055019
45,30,37,23,4,26,90,99,32,43,30,5,4,4,4,6,-96.43173759,36.04166667,-0.522843079,0.310278788,0.225,0.218,8,9,72.8,24,0.229884118,1.051618206,0.510981813,1.318649537
32,28,30,35,1,21,72,95,36,39,28,6,5,4,7,7,-121.0235507,31.11657801,-1.459136459,0.421237315,0.224,-0.068,-5,5,-104.3,-222.4,-0.275069474,0.073875494,0.206560264,0.385320466
30,20,18,37,1,14,68,77,29,39,16,6,5,6,6,8,-19.72916667,126.3617021,0.309577442,1.888604303,0.918,-0.146,2,5,36.4,162.3666667,0.593818067,0.121028946,1.593422521,1.097574953
37,33,33,27,5,26,80,115,42,47,36,8,9,5,7,11,70.95108696,88.16666667,1.215584171,1.64623238,0.229,0.457,8,9,-26.5,-76.4,0.942763035,0.702673239,2.319343377,1.068818305
27,28,29,35,0,20,69,70,29,39,30,6,7,5,4,6,-22.9787234,22.1875,-0.866750236,0.53545372,0.628,1.112,-1,6,-17.7,-93,-0.154040527,-1.645436273,1.147278871,1.337314393
25,16,21,34,3,22,57,62,44,45,32,5,8,2,3,7,19.91211841,118.9791667,1.010181896,1.38027931,0.429,0.871,6,6,84.5,-55.3,-1.220647716,-0.275069474,1.225683442,-0.282216147
43,29,35,33,1,25,86,90,44,55,35,8,7,7,6,10,-128.3940603,126.7101449,-2.135511974,1.55824855,-0.258,0.319,8,10,38.6,136.2,1.217832509,-0.760879481,1.201845218,0.578087234
42,30,31,31,2,18,69,65,37,49,24,8,5,8,7,9,-1.4375,30.66666667,-0.732441433,1.19647055,0.357,0.452,7,10,122.2,-142.2,0.624014441,0,2.193607124,0.747858595
47,32,36,27,1,19,70,58,39,42,26,7,5,4,6,6,37.625,51.27039007,1.23515502,0.855242031,0.168,0.645,10,9,-127.2,99.7,-0.593818067,0.07584359,0.366106357,0.355545464
24,28,29,36,0,21,75,83,42,46,32,8,4,4,4,10,-3.354166667,60.8125,0.324839026,0.988082279,0.322,0.794,6,8,-5.111111111,126.9777778,-0.637035327,-0.871702748,0.244794782,0.542631151
52,34,46,21,1,28,99,95,40,34,36,9,8,8,8,10,126.9450355,120.5416667,0.753261958,1.250550494,0.666,0.581,9,10,209.7,-11,-1.735806986,0.624014441,1.456197977,0.715117145
35,31,25,32,3,22,76,85,37,54,27,5,8,6,9,10,21.47916667,30.89583333,0.1556228,0.582774941,0.398,0.534,7,7,69.4,190.9,-0.593818067,2.678570021,0.385320466,-0.488776411
45,30,36,32,10,28,84,77,43,46,36,10,10,5,8,11,55.06693262,105.1041667,0.058319064,0.665313659,0.406,0.949,7,10,-29.7,-9.3,-0.624014441,-2.054555579,2.030174093,0.806549272
20,32,23,35,8,19,76,75,38,46,27,7,5,6,6,9,-29.47916667,-14.66666667,-1.278296577,-0.630357957,-0.068,0.808,10,10,-71.9,-199.2,0.11906085,0.866919445,0.292931816,1.217832509
44,37,41,33,2,28,98,115,43,58,41,8,8,5,6,10,66.97916667,49.08333333,1.568495068,0.773068873,0.146,0.283,9,10,-76.5,115.7777778,0.030196374,1.809682479,0.622197248,0.219562971
49,37,47,26,7,22,104,119,44,74,43,9,10,8,9,11,-15.9375,-59.48295455,-0.380471666,-1.12896941,0.533,0.604,7,9,154.6805556,-142.9666667,-0.242905003,-0.134049832,0.510981813,0.904373868
36,31,31,40,9,28,79,95,43,28,26,12,12,7,12,12,35.9701087,39.32608696,-0.559956857,-0.243865089,-0.055,0.209,10,9,126,5.8,-0.229884118,1.096803562,0.082239666,-0.918729068
26,29,28,31,4,27,78,84,41,41,36,7,6,5,6,10,-133.4968972,66.85416667,-1.6104299,0.512943501,0.529,0.704,2,7,69.4,-143.0222222,0.702673239,-0.591849971,0.589455798,-0.125661347
51,36,45,19,6,26,95,94,41,55,35,9,9,8,10,11,7.583333333,35.83333333,0.456296153,0.927997211,0.765,0.746,7,10,157.5,33.4,0.348944967,1.141988918,-0.366106357,1.466128358
43,33,37,30,2,23,90,80,43,49,36,9,7,6,7,10,146.6875,192.2902778,1.18982816,1.470328732,0.943,0.905,9,10,1.1,40,-1.898207975,0.615862469,-0.788104602,-0.853215019
43,28,32,35,9,22,81,79,30,44,38,9,9,7,9,7,186.0960145,69.96764184,1.636070274,0.911661927,0.55,0.589,6,4,-213.6,-157.4,-0.406108019,-0.316694887,-0.271880005,0.34567385
42,29,33,33,1,21,90,90,38,62,31,8,6,6,7,9,50.54166667,96.10549645,0.969415473,0.722146848,0.86,1.187,8,10,210.7,170.4,-1.296491306,-1.57156078,-0.073368845,0.806549272
36,29,30,33,1,20,71,112,42,45,33,7,5,5,3,9,18.77083333,145.3125,-0.328874222,1.521273692,0.259,-0.015,6,8,72.2,81,1.111792545,0,0.791638608,-0.175782958
39,27,38,31,2,25,78,42,48,63,37,7,7,7,6,9,48.36775362,18.75,-0.036144222,-0.116638224,0.167,-0.302,8,10,215.6,32.2,0.242905003,1.415552156,1.168014188,1.816336691
31,15,19,38,4,17,72,94,45,58,38,8,5,7,6,10,65.99352451,-18.31974638,1.001825945,0.099595757,0.255,0.332,7,7,119.5555556,43.4,0.472789121,0.578829085,1.097574953,-0.791638608
32,28,29,31,8,18,80,76,40,42,25,7,7,6,6,7,74.33333333,33.375,-0.762254756,1.438417807,0.293,0.417,8,9,-2.1,16.9,0.899083915,1.809682479,1.163266161,2.629652208
34,22,26,38,2,17,75,74,28,59,33,4,6,3,6,7,6.416666667,19.64583333,-0.553908211,-0.601789407,0.524,0.587,0,6,182.3,69.2,-0.459768235,0.624014441,-1.168014188,0.422313812
44,20,21,35,1,23,59,90,40,59,25,5,4,5,4,7,19.66666667,14.95833333,-0.360850172,-0.312026571,0.382,0.448,7,7,25.3,70,-0.699858031,1.11E-16,0.488776411,1.622544477
49,37,43,31,14,28,107,90,38,63,39,11,10,11,12,9,16.97916667,103.1666667,0.45641926,1.354813547,0.176,0.154,8,10,166,-5,1.111792545,0,0.598450468,0.548828403
53,36,34,37,0,26,79,96,46,25,29,6,4,6,5,7,-93.70833333,44.57446809,-1.622102646,1.449511093,0.108,-0.105,1,7,-90,-12,0.229884118,0,1.198890263,1.207898352
29,31,27,39,2,19,68,85,39,34,25,7,4,3,6,9,42.79166667,-26.55851064,0.48381937,-0.318653812,-0.16,0.105,1,9,-29.3,-26.5,0.593818067,-0.624014441,1.222464909,2.193607124
39,35,39,34,3,27,88,70,44,46,41,8,6,4,6,9,89.87898936,-14.5625,0.523942692,0.137394451,0.774,0.365,6,9,121.4,192.9,0.697889935,-1.096803562,1.36263748,0.204135331
37,32,34,28,2,20,72,100,36,45,23,8,5,4,5,10,96.5625,44.45833333,1.178670023,0.621453491,1.039,0.894,2,5,27.2,-266.3,-0.424788558,-1.111792545,0.229884118,-0.125661347
47,36,44,31,8,27,102,95,38,59,38,11,8,10,9,10,14.97916667,27.33333333,1.069412566,1.36804139,0.537,0.273,8,9,151.2,125.5,2.633384664,-0.945578242,-2.341077413,-0.282216147
30,33,40,31,0,21,70,82,38,31,25,7,4,4,3,10,101.5625,-112.1289894,0.416726871,-0.415705378,0.619,0.728,3,8,240.4,22.06666667,0,-1.920505747,0.228009782,1.044457244
47,30,40,24,6,23,85,86,39,36,31,8,8,7,7,8,14.54166667,110.3125,0.314227248,1.903492872,0.175,0.461,3,7,85.14444444,-33.9,-2.163410751,-0.593818067,-0.282216147,1.305301163
21,19,22,32,0,22,60,71,41,53,29,3,4,3,2,8,151.5,40.49468085,2.984533793,0.28672052,0.282,0.251,6,9,268.3,28.5,-1.217832509,-0.942763035,2.392712222,0.819339915
52,34,32,34,0,25,84,99,43,30,27,6,4,5,5,8,-30.2826087,-34.63829787,-0.678061479,-0.329252965,0.268,0.122,2,5,90.8,-59.4,-0.348944967,-0.318748594,1.169362706,1.251904397
45,34,42,22,4,25,93,96,42,64,34,9,9,10,9,10,207.25,114.2083333,2.061728494,0.865161286,0.551,0.249,8,10,142.8,57,0.348944967,-0.407151209,-0.708504377,0.791638608
51,37,46,16,0,28,118,125,47,68,44,9,8,9,10,10,30.20833333,26.20833333,0.318112194,0.725730487,0.623,0.071,8,9,139.4,-47.1,-0.823702185,0.977742712,0.711483096,-0.275069474
42,29,38,24,1,24,87,97,39,50,30,7,7,6,6,8,94.29166667,113.75,1.162443735,1.279994534,0.838,0.696,8,9,-186.4,0.5,-0.866919445,-0.578829085,1.193744074,-0.204135331
54,33,32,38,0,27,82,94,44,38,30,5,4,6,6,8,15.1875,-64.02083333,0.089408092,-0.702143487,0.334,0.239,-2,10,32.6,-28.7,0.942763035,0.747858595,0.819339915,1.382994127
51,34,33,35,0,25,82,101,46,33,27,3,3,4,4,6,-27.7322695,-23.52083333,-0.466070975,0.211890396,0.444,-0.208,-1,8,168.3,-5.2,0.697889935,-0.550138948,0.5821011,1.435908133
44,27,29,32,2,22,79,80,39,45,25,5,5,4,5,6,-39.47916667,15.5625,-0.339060365,-0.566698978,0.186,0.035,8,9,102.1,79.5,0.16902951,-0.702673239,0.956705897,1.078232209
19,17,18,42,1,11,59,48,19,20,8,4,2,5,3,2,-1.125,85.84683794,0.367747351,2.10357692,0.442,0.567,-2,-5,219,243.2,0.242905003,-0.624014441,0.361943639,0
48,35,38,34,3,27,85,69,44,46,41,10,7,7,6,9,106.2916667,137.1914894,1.868758067,1.141313161,0.645,0.806,10,9,135.8,125.2,-0.229884118,-0.517974477,1.382994127,0.977552822
34,29,39,31,3,20,81,113,40,39,32,7,5,5,3,10,45.43568841,59.79166667,0.773378009,0.658710139,0.769,0.364,10,10,33.8,-7.3,-0.866919445,0.121028946,1.956041316,0.676718165
51,36,45,28,12,27,119,121,46,74,42,9,10,8,11,12,35.47916667,87.35416667,1.430710799,0.348670269,1.234,1.034,10,10,22.9,20.8,0,-1.69062163,0.942763035,-0.593818067
51,35,45,19,8,26,115,138,47,67,37,9,10,7,10,12,-20.74512411,42.86524823,-0.732780086,-0.13211086,0.269,0.523,9,9,-86.6,28.26666667,0.977742712,0.624014441,0.800151097,1.816282976
51,32,36,29,1,27,85,89,42,60,34,7,8,5,6,9,107.0625,71.39583333,0.776870794,-0.010724194,-0.23,0.753,7,10,145.7,59.3,-1.920505747,-1.57156078,1.49571719,0.201700629
42,37,44,35,1,26,71,48,38,37,33,8,10,6,9,10,40.54166667,12.23891844,0.714074463,1.137591367,0.122,0.32,7,9,59.7,-30.4,-0.699858031,-1.460737512,-0.512100265,0.087468655
47,39,44,32,7,27,86,52,39,40,32,10,7,8,9,9,26.12318841,100.7176418,0.50968249,1.947708345,-0.476,-0.155,8,8,94.4,26.1,0,-1.49571719,-0.800151097,0.282216147
47,31,35,34,1,25,81,106,41,44,35,6,6,5,6,7,76.5,24.39184397,1.53247787,0.668426958,0.246,0.066,9,10,108.7,-43.9,-0.747858595,1.57156078,0,-0.125661347
54,36,44,24,6,27,116,118,46,64,37,9,8,7,11,10,66.52083333,47.47916667,0.689333886,0,0.037,0.845,8,10,17.5,94.5,-0.240089796,0,-0.723200063,0.593818067
23,15,20,37,3,21,66,65,39,33,20,5,6,2,2,9,53.89130435,23.22916667,0.679851153,-0.009867864,-0.164,0.602,2,7,257,76.33333333,0.275069474,0.624014441,2.081995229,1.421753856
25,20,21,32,1,21,69,75,36,31,26,7,7,7,8,7,7.541666667,63.63386525,-0.089646986,0.170637116,0.673,0.511,10,8,76.3,-68.5,-0.517974477,0.517974477,0.955562155,1.465233793
41,30,36,32,8,27,78,82,46,52,30,7,6,5,6,10,16.22916667,28,0.183871386,0.546601565,0.783,-0.466,5,7,210.2,157,0.383924645,-0.866919445,1.956041316,0.955562155
43,33,45,31,7,26,85,102,41,54,39,10,6,7,8,9,161.9472222,42.05437352,2.049699842,0.753053135,1.136,0.912,6,10,147.3,6.9,-0.394130324,0.899083915,1.163266161,-0.100679387
47,38,48,27,4,22,96,113,41,47,37,9,7,5,8,10,84.02667984,86.87632979,1.512324826,0.871057913,0.57,0.263,4,9,-105.9,-52.1,1.566777476,0.242905003,0.103455945,1.040596107
35,29,32,34,4,20,86,92,37,39,28,8,4,3,2,8,25.29166667,86.59663121,0.030217959,0.238127163,-0.146,0.495,3,9,-2.4,228.6,0.866919445,-0.823702185,1.644853627,1.222464909
24,39,36,32,11,26,95,86,49,52,43,10,9,9,8,11,-94.41502683,140.3473636,-0.576999939,1.728483933,-0.067,0.176,8,10,136,-32,0.945578242,-2.863268782,0,0.737537449
22,13,14,40,2,13,31,62,35,62,12,3,2,2,2,9,-47.98758865,78.47916667,-0.935698712,2.417160844,0.7,0.742,7,7,112,33.7,-0.836723071,-0.517974477,1.60019093,1.74744994
36,30,36,29,7,24,86,70,36,47,26,8,8,6,7,8,-5.458333333,106.5208333,0.920176263,2.345986116,0.043,-0.246,6,6,136.8,86.06666667,-0.348944967,-0.702673239,0.251322694,0.800151097
36,30,35,30,5,20,80,105,37,57,22,6,9,5,5,11,8.474637681,35.16666667,-0.301777539,0.768320177,0.349,0.386,9,10,167.6,-31.8,1.920505747,-1.920505747,0.755005268,0.087468655
31,29,38,30,2,22,82,94,43,49,36,7,7,6,7,10,109.0208333,48.625,0.945017597,0.531315676,0.463,0.471,8,10,109.2,7,0.866919445,0.550138948,0.917299955,0.432145113
46,34,31,34,0,26,83,104,43,41,28,5,3,6,5,7,29.18439716,-38.04162812,-0.343045703,-0.598914585,-0.16,-0.407,-3,6,-78.6,-168.4,2.284439697,1.566777476,1.307231956,0.282972031
46,31,39,27,2,24,86,107,39,66,32,10,8,5,5,11,-10.41666667,-11.08333333,-1.096484852,0.124832566,1.109,0.681,6,9,-33.9,122.5,-0.350913064,1.220647716,-0.104222771,-0.282216147
28,25,24,43,6,19,82,81,36,53,39,6,8,5,7,10,82.44769504,105.7575355,0.956147725,1.007386382,0.561,1.067,-5,-10,108.325,84.8,-0.866919445,-0.942763035,0.607061815,0.292931816
26,31,37,33,0,23,70,84,40,51,34,6,5,5,5,8,72.4375,79.56515957,0.998561155,1.076770953,0.648,0.869,10,10,60.9,-16.9,-1.569592683,1.096803562,-0.242905003,0.517974477
43,32,32,31,1,23,71,83,41,31,21,6,6,4,6,10,129.1919326,-61.27659574,1.521622196,-0.9491282,0.554,0.707,4,7,-186.5,-53.4,-0.242905003,0.348944967,1.534120544,1.784291984
35,23,28,26,0,18,79,100,31,45,13,6,6,6,6,6,182,71.52304965,2.656952716,-0.02032696,1.017,0.713,5,10,44.5,136.2,0.578829085,1.215864412,0.734828907,-0.069011823
50,34,42,23,14,25,109,106,44,49,42,8,7,6,9,8,118.6288416,39.23913043,2.085757688,0.441279108,0.62,0.469,10,10,170.4,118.8,0.459768235,1.096803562,-0.289169284,-0.104222771
26,37,38,38,0,22,65,84,44,62,31,8,7,7,7,9,102.7083333,30.48492908,1.66513534,1.317966445,1.567,1.293,9,10,360.7,109.3,-0.593818067,-1.40253127,0.385320466,0.190572974
27,28,29,37,4,25,89,95,39,46,24,5,3,2,4,8,33.04166667,56.20833333,0.257611713,0.946973583,0.006,0.044,6,9,-65.3,-16,1.415552156,0,-0.052332029,0.747858595
50,34,41,26,1,24,96,89,40,60,37,7,6,6,7,9,30.29370953,120.2844203,-0.582448628,-0.141546395,0.586,0.4,7,10,120,108.6,-1.185668038,-1.569592683,0.845360223,1.460737512
44,31,37,29,2,23,83,94,39,44,33,5,4,5,5,6,7.958333333,71.375,-0.099417492,0.652912288,0.508,0.267,6,10,285.4,-121.8,-1.844662157,0.030196374,-0.242905003,1.222464909
41,32,40,29,7,24,86,96,39,52,35,8,5,8,9,9,115.7344858,56.97340426,0.899309776,0.19207195,0.564,0.788,4,8,-151.6,122.5,1.339708566,1.066607188,-0.24044501,0.355545464
26,28,23,31,1,18,52,76,29,57,18,4,6,2,8,8,131.9361702,73.33687943,0.779643594,0.568629932,0.904,0.907,-6,7,50.5,30.1,-0.517974477,1.720818003,2.384857426,2.057483877
45,34,36,22,4,26,91,94,42,64,30,9,9,10,10,10,294.3266844,-40.04166667,1.357666542,-1.700778599,-0.102,0.316,10,10,128.2,-67.2,0.4829948,0.459768235,-0.915445209,1.647657922
46,29,31,35,2,22,65,67,35,44,34,5,6,5,5,10,19.06382979,88.78815911,-0.261884274,1.371617753,0.233,0.764,1,8,72.18888889,-89.4,0.229884118,-0.383924645,0,0.67448975
56,36,43,21,14,28,108,131,46,60,38,11,11,12,11,12,69.66666667,56.54166667,1.34764712,1.333098246,0.715,1.177,10,10,87.5,-19.2,-0.348944967,-1.447716626,0,-1.071123171
43,36,44,31,3,27,99,106,39,31,37,9,8,6,7,8,72.95833333,-13.75,0.827659991,0.372728877,0.178,0.416,9,10,46.9,17,0.110823268,-0.942763035,1.465233793,0.755005268
24,24,23,34,1,18,63,69,43,55,33,8,7,3,7,10,31.5,10.86968085,-0.304836765,-0.032590043,0.349,0.349,8,10,302.6,-6,1.492901982,-2.668364342,0.100679387,-0.210428394
43,37,41,33,3,25,84,48,41,34,35,10,6,7,7,10,3.34280303,80.82978723,0.677268799,0.379925223,-0.361,0.294,9,9,105,82.4,0.229884118,0.106039964,-0.251322694,0.407877494
42,30,38,34,8,24,78,78,40,41,31,6,6,6,6,7,-37.03481625,-14.68025362,0.477027218,0.519907017,0.195,0.296,3,6,184,-223,-0.747858595,-0.942763035,0,0.67448975
51,34,41,25,5,25,96,117,43,47,39,9,8,8,9,10,-1.234601449,66.47722868,-0.20557846,-0.193468657,0.092,0.064,5,10,77.8,-153.7,-1.601757153,-1.066607188,-0.67448975,0.993129114
56,33,33,32,0,24,80,102,44,39,23,4,4,5,5,6,-19.37322695,-85.80851064,0.152057541,-0.772595393,-0.063,-0.141,-3,8,89.4,-62.5,1.217832509,1.141988918,-0.718660529,0.24044501
42,21,20,35,1,21,60,83,40,58,23,5,4,5,4,7,50.75,10.46276596,1.946281412,-0.541555693,1.029,0.47,9,8,166.1,154,-0.229884118,0.013020886,0.67448975,0.117148858
35,32,32,36,1,23,68,71,32,35,29,7,5,5,6,9,64.41749409,48.05673759,0.651915795,1.295992276,0.536,0.443,6,6,113.4,-307.2,-1.88552607,-1.185668038,0.229884118,0.746766482
51,35,31,39,0,26,82,94,46,30,28,4,4,5,5,7,-56.0625,37.625,-0.427967989,0.118166446,-0.214,0.139,3,8,99.8,-26.8,0.990763598,0.899083915,0.831800435,0.282972031
27,21,21,34,0,18,64,83,40,55,19,8,7,6,6,8,-3.854166667,3.116578014,-0.656243773,-0.523428187,0.992,0.789,0,9,-83.37777778,-98,1.291708002,-0.350913064,0.085033952,0.615204584
44,37,38,32,3,27,87,75,45,49,42,9,6,4,5,9,114.125,36.04710145,1.549807668,0.593424155,0.639,0.334,10,9,273.9,126.4,-0.348944967,-1.371873036,1.207898352,0.289169284
42,38,47,24,12,28,111,117,45,64,37,11,10,9,10,11,63.47916667,129.8125,0.896094655,2.282151073,0.239,0.422,9,8,103.9,70.2,-0.350913064,-0.866919445,-1.900226901,-1.51919228
46,21,21,35,1,23,66,92,43,54,27,5,4,5,4,8,-97.20833333,-102.0625,-1.377179783,-0.359507428,-0.085,0.558,8,10,28.3,-97,-0.747858595,0.899083915,0.210428394,-0.887146559
30,30,29,40,5,22,75,81,43,47,36,9,7,8,9,11,63.44305556,86.45035461,1.635255123,1.653886497,0.791,0.315,8,10,-19.3,-51.2,0.275069474,0.275069474,0.212656809,1.465233793
44,36,36,26,4,27,89,116,43,51,40,9,7,8,9,8,19.87234043,29.09884752,0.136143942,0.165069223,0.254,0.759,7,10,203.7,82.1,1.066607188,0,0.355545464,0.702673239
30,31,30,31,6,22,81,103,42,57,38,8,9,9,8,10,46.02083333,208.7291667,0.784771966,2.725045394,0.285,0.478,10,10,100.1,98.4,-0.121028946,-0.593818067,0.355545464,0.873519942
54,32,34,36,0,24,80,96,46,33,28,5,3,4,3,7,42.83599291,-46.4375,-1.032523225,-0.055800619,-0.066,0.56,1,10,52.5,107.6,-0.275069474,0.667693561,1.169362706,0.080275007
53,35,33,35,0,25,79,103,45,27,28,4,4,6,5,8,-13.75271739,-21.41666667,-0.049430443,-0.317704832,-0.219,-1.121,0,9,40.3,61.7,-0.747858595,0.106039964,1.718880165,1.561636309
38,32,39,28,1,24,84,86,40,57,36,7,5,4,7,9,91.6875,-16.32092199,0.862416319,1.180189633,0.799,0.638,6,9,-79.7,142.4,0.275069474,0.593818067,1.104442407,0.971142215
32,25,30,35,2,13,66,56,36,35,22,4,2,2,2,5,-80.33333333,36.40425532,-1.299924223,0.313964032,0.522,0.482,-1,9,-19.9,-231.2,1.460737512,0.472789121,2.436492235,1.561636309
44,31,35,29,1,23,81,85,40,45,33,7,6,6,6,7,40.20833333,125.0367908,1.557994272,0.62190917,0.263,0.127,8,9,168.8,101.9,-1.172647152,-0.459768235,0.35957168,-0.242905003
30,25,29,34,2,20,78,78,31,46,35,5,6,4,5,8,-68.22296099,-13.64095745,-1.299404611,-0.5538721,0.3,-0.124,9,10,-65.3,128,-0.36393395,0,0.800151097,0.488776411
28,30,38,30,2,23,69,56,33,36,29,8,8,6,7,7,-46.59782609,65.56471631,-0.023159803,2.045751569,0.722,0.998,4,7,-134.2,-142.1222222,-1.965691103,-0.472789121,0.432145113,0.307239651
46,34,37,33,2,23,85,99,40,44,33,6,7,6,6,7,106.2291667,71.77748227,0.805469589,0.571046993,0.294,0.433,7,8,-12.4,5.6,-0.747858595,0.350913064,0,0.355545464
43,33,38,28,3,21,84,122,42,51,36,8,8,1,2,12,44.91666667,6.854166667,-0.305169736,-0.861516321,0.11,0.645,6,9,62.5,-196.3,0.942763035,-0.275069474,1.874737745,0.702673239
41,35,41,32,10,24,97,101,42,64,41,11,9,7,8,11,34.29166667,102.2916667,0.95900974,0.653840005,0.111,0.443,9,10,103.6,-6.4,-0.593818067,0.275069474,2.392712222,1.32668768
43,31,38,30,1,23,84,101,39,44,35,7,6,6,7,8,79.14583333,93.10682624,0.976627059,0.535168739,0.517,0.433,6,10,-11.7,6.8,0.242905003,0.702673239,0.564432294,0.282216147
48,33,39,28,8,22,102,126,38,49,37,12,9,8,12,12,65.41666667,25.02083333,0.821150278,-1.041002823,0.436,0.287,8,6,267.8,-42.3,0.868887541,0.106039964,-0.677432061,-0.292931816
49,34,42,33,10,26,107,102,37,66,36,10,8,7,9,9,58.90647163,45.46808511,1.672012679,-0.528638697,0.196,0.159,8,10,177.7,12.7,-0.242905003,-0.106039964,1.157744965,1.644853627
35,39,44,35,3,25,92,77,40,48,12,10,7,7,8,10,120.5009058,165.0164007,0.664704189,1.596866762,-0.184,0.634,6,10,179.7,-27.5,0.747858595,0.836723071,0.624014441,-0.711483096
34,32,39,30,2,25,87,98,44,67,32,6,7,6,6,8,47.20124113,-4.916666667,-0.075777167,1.193124916,0.114,0.755,5,9,-367.875,-214.6,-0.275069474,0.836723071,-0.366106357,0.747858595
43,35,39,33,3,26,84,69,42,44,39,8,9,6,6,8,76.46365248,33.95975948,0.651848119,0.334814074,0.645,0.71,7,10,-123.1,0.1,1.963723007,0.702673239,0.800151097,0.282216147
44,34,36,30,2,25,91,69,36,67,23,5,3,4,5,7,94.03546099,100.3125,1.456568507,1.579499031,0.782,0.78,8,8,-87.4,-121.1,-1.460737512,0.977742712,0.730697205,0.394405007
53,32,32,37,0,25,80,98,43,30,29,6,4,6,5,9,-62.72916667,-25.37101064,-0.734616476,-0.042547994,-0.168,0.561,2,6,-0.4,-98.7,1.566777476,-0.275069474,0.761485212,0.478645155
52,36,46,23,10,30,117,83,45,64,29,10,10,8,9,11,52.64583333,82.6875,0.77770837,0.22738902,0.832,1.346,7,9,150.9,45.7,-0.836723071,-0.106039964,-0.318639364,0.509422461
37,34,43,25,5,23,89,120,44,46,39,6,5,8,5,8,23.77659574,79.29166667,-0.482622431,0.658176935,0.21,-0.54,6,10,188.3,24.7,1.096803562,-0.459768235,2.270140686,0.89050687
33,32,40,27,5,25,99,71,33,63,35,9,6,7,8,11,-58.64760638,111.3718779,0.001441623,0.709348496,0.558,1.02,8,8,15.9,51.2,-0.793043951,0.504953591,0.20218281,0.292931816
48,34,41,28,14,25,93,80,39,63,33,9,9,8,10,10,18.16666667,29.79166667,1.008898717,0.693643465,0.345,0.468,8,10,16.5,-69.6,-0.242905003,1.066607188,0,-0.615204584
40,38,43,23,12,23,102,113,48,73,42,9,10,10,12,11,-39.72916667,33.93528369,-0.070837864,0.393639028,0.128,0.539,8,10,94.2,200.3,1.220647716,1.920505747,-0.229884118,0.362538128
48,33,35,27,1,21,99,105,40,59,30,8,5,6,7,12,-101.9893617,-10.70833333,-0.182950167,0,0.093,-0.044,6,10,-23.3,-71.7,-0.348944967,0.229884118,1.934843132,0.591355519
33,28,32,31,7,22,77,72,30,59,36,5,6,4,8,8,4.333333333,44.08333333,0.773897175,1.465529346,0.423,0.237,9,8,3.1,25.3,-0.626829648,-0.517974477,-0.422313812,0.292931816
40,32,33,30,3,23,85,95,41,59,32,10,7,10,10,10,46.59131206,140.6295097,0.904039672,1.013694521,0.159,0.616,8,9,288.6,73.8,0,0.108855171,0.564432294,-0.087468655
26,32,40,35,1,21,82,105,41,50,30,5,4,6,2,7,97.25664894,65.5837766,2.702396805,1.617530021,0.346,0.203,10,10,162.8,120.8,0.242905003,-0.853898559,0.439526832,1.272467025
49,35,39,32,9,27,85,43,45,69,40,8,8,8,10,10,-11.72916667,51.08333333,-0.113271117,-0.355839854,-0.435,-0.446,8,10,111.5,-38.3,-0.229884118,-1.91853765,1.749100484,1.641911316
35,29,35,31,1,22,72,70,36,43,28,7,5,4,6,6,127.9375,163.6361111,0.786435936,1.86157859,0.846,1.243,7,10,-78.38888889,-113.5,1.220647716,-0.732869612,0.459768235,0.125661347
43,35,43,22,2,25,112,115,40,59,36,6,5,5,8,10,-29.6875,46.87765957,-1.401348952,-0.240937185,0.247,0.384,9,10,-52.88888889,-19.7,0.121028946,0.030196374,1.360777775,-0.355850386
40,29,36,33,5,21,85,74,36,46,28,7,5,5,3,7,100.6041667,18.375,0.815909276,1.14749203,1.293,1.027,8,9,42.4,-29.3,-1.217832509,-0.184698761,-1.061331423,-0.080275007
