"","from","to","edgebetweenness"
"5577","coreself_4","sde_12",0
"5578","coreself_4","sde_13",0
"5579","coreself_4","sde_14",0
"5580","coreself_4","sde_15",0
"5582","coreself_4","sde_17",0
"5583","coreself_4","sde_18",0
"5584","selfclarity_1","NPI6",0
"5585","selfclarity_4","MorIden_2",0
"5586","coreself_4","sde_19",0
"5587","coreself_4","sde_20",0
"5588","coreself_4","IM_1",0
"5589","coreself_4","IM_2",0
"5590","coreself_4","IM_3",0
"5591","coreself_4","IM_4",0
"5592","coreself_4","IM_5",0
"5593","coreself_4","IM_6",0
"5594","coreself_4","IM_7",0
"5595","coreself_4","IM_8",0
"5596","selfclarity_4","MorIden_3",0
"5597","coreself_4","IM_9",0
"5598","coreself_4","IM_10",0
"5599","coreself_4","IM_11",0
"5600","coreself_4","IM_12",0
"5601","coreself_4","IM_13",0
"5602","coreself_4","IM_14",0
"5603","coreself_4","IM_15",0
"5604","coreself_4","IM_16",0
"5605","coreself_4","IM_17",0
"5606","coreself_4","IM_18",0
"5607","selfclarity_4","MorIden_4",0
"5608","coreself_4","IM_19",0
"5609","coreself_4","IM_20",0
"5610","coreself_4","Ability",0
"5611","coreself_4","Physical",0
"5612","coreself_4","Material",0
"5613","coreself_4","Social",0
"5614","coreself_4","Moral",0
"5615","coreself_4","SES2",0
"5616","coreself_4","SES1",0
"5617","coreself_4","ability_IAT",0
"5618","selfclarity_4","MorIden_5",0
"5619","coreself_4","moral_IAT",0
"5620","coreself_4","ability_ALT_rt_val",0
"5621","coreself_4","moral_ALT_rt_val",0
"5622","coreself_4","ability_ALT_rt_ref",0
"5623","coreself_4","moral_ALT_rt_ref",0
"5624","coreself_4","ability_SRET_EW",0
"5625","coreself_4","moral_SRET_EW",0
"5626","coreself_4","ability_ALT_d_val",0
"5627","coreself_4","moral_ALT_d_val",0
"5628","coreself_4","ability_ALT_d_ref",0
"5629","selfclarity_4","MorIden_6",0
"5630","coreself_4","moral_ALT_d_ref",0
"5634","coreself_5","coreself_9",0
"5635","coreself_5","coreself_10",0
"5636","coreself_5","NPI1",0
"5637","coreself_5","NPI2",0
"5638","coreself_5","NPI3",0
"5639","coreself_5","NPI4",0
"5640","selfclarity_4","MorIden_7",0
"5641","coreself_5","NPI5",0
"5642","coreself_5","NPI6",0
"5643","coreself_5","NPI7",0
"5644","coreself_5","NPI8",0
"5645","coreself_5","NPI9",0
"5646","coreself_5","NPI10",0
"5647","coreself_5","NPI11",0
"5648","coreself_5","NPI12",0
"5649","coreself_5","NPI13",0
"5650","coreself_5","NPI14",0
"5651","selfclarity_4","MorIden_8",0
"5652","coreself_5","NPI15",0
"5653","coreself_5","hsns_1",0
"5654","coreself_5","hsns_2",0
"5655","coreself_5","hsns_3",0
"5656","coreself_5","hsns_4",0
"5657","coreself_5","hsns_5",0
"5658","coreself_5","hsns_6",0
"5659","coreself_5","hsns_7",0
"5660","coreself_5","hsns_8",0
"5661","coreself_5","hsns_9",0
"5662","selfclarity_4","MorIden_9",0
"5663","coreself_5","hsns_10",0
"5664","coreself_5","MorIden_1",0
"5665","coreself_5","MorIden_2",0
"5666","coreself_5","MorIden_3",0
"5667","coreself_5","MorIden_4",0
"5668","coreself_5","MorIden_5",0
"5669","coreself_5","MorIden_6",0
"5670","coreself_5","MorIden_7",0
"5671","coreself_5","MorIden_8",0
"5672","coreself_5","MorIden_9",0
"5674","coreself_5","MorIden_10",0
"5675","coreself_5","moralSeImag_1",0
"5676","coreself_5","moralSeImag_2",0
"5677","coreself_5","moralSeImag_3",0
"5678","coreself_5","moralSeImag_4",0
"5679","coreself_5","moralSeImag_5",0
"5680","coreself_5","moralSeImag_6",0
"5681","coreself_5","moralSeImag_7",0
"5682","coreself_5","moralSeImag_8",0
"5683","coreself_5","moralSeImag_9",0
"5684","selfclarity_4","moralSeImag_1",0
"5685","coreself_5","sde_1",0
"5687","coreself_5","sde_3",0
"5688","coreself_5","sde_4",0
"5689","coreself_5","sde_5",0
"5690","coreself_5","sde_6",0
"5691","coreself_5","sde_7",0
"5692","coreself_5","sde_8",0
"5693","coreself_5","sde_9",0
"5694","coreself_5","sde_10",0
"5695","selfclarity_1","NPI7",0
"5696","selfclarity_4","moralSeImag_2",0
"5697","coreself_5","sde_11",0
"5698","coreself_5","sde_12",0
"5699","coreself_5","sde_13",0
"5700","coreself_5","sde_14",0
"5701","coreself_5","sde_15",0
"5702","coreself_5","sde_16",0
"5703","coreself_5","sde_17",0
"5704","coreself_5","sde_18",0
"5705","coreself_5","sde_19",0
"5707","selfclarity_4","moralSeImag_3",0
"5708","coreself_5","IM_1",0
"5709","coreself_5","IM_2",0
"5710","coreself_5","IM_3",0
"5711","coreself_5","IM_4",0
"5712","coreself_5","IM_5",0
"5713","coreself_5","IM_6",0
"5714","coreself_5","IM_7",0
"5715","coreself_5","IM_8",0
"5716","coreself_5","IM_9",0
"5717","coreself_5","IM_10",0
"5718","selfclarity_4","moralSeImag_4",0
"5719","coreself_5","IM_11",0
"5720","coreself_5","IM_12",0
"5721","coreself_5","IM_13",0
"5722","coreself_5","IM_14",0
"5723","coreself_5","IM_15",0
"5724","coreself_5","IM_16",0
"5725","coreself_5","IM_17",0
"5726","coreself_5","IM_18",0
"5727","coreself_5","IM_19",0
"5728","coreself_5","IM_20",0
"5729","selfclarity_4","moralSeImag_5",0
"5731","coreself_5","Physical",0
"5732","coreself_5","Material",0
"5733","coreself_5","Social",0
"5734","coreself_5","Moral",0
"5735","coreself_5","SES2",0
"5736","coreself_5","SES1",0
"5737","coreself_5","ability_IAT",0
"5738","coreself_5","moral_IAT",0
"5739","coreself_5","ability_ALT_rt_val",0
"5740","selfclarity_4","moralSeImag_6",0
"5741","coreself_5","moral_ALT_rt_val",0
"5742","coreself_5","ability_ALT_rt_ref",0
"5743","coreself_5","moral_ALT_rt_ref",0
"5744","coreself_5","ability_SRET_EW",0
"5745","coreself_5","moral_SRET_EW",0
"5746","coreself_5","ability_ALT_d_val",0
"5747","coreself_5","moral_ALT_d_val",0
"5748","coreself_5","ability_ALT_d_ref",0
"5749","coreself_5","moral_ALT_d_ref",0
"5750","coreself_6","coreself_7",0
"5751","selfclarity_4","moralSeImag_7",0
"5752","coreself_6","coreself_8",0
"5754","coreself_6","coreself_10",0
"5755","coreself_6","NPI1",0
"5756","coreself_6","NPI2",0
"5757","coreself_6","NPI3",0
"5758","coreself_6","NPI4",0
"5759","coreself_6","NPI5",0
"5760","coreself_6","NPI6",0
"5761","coreself_6","NPI7",0
"5762","selfclarity_4","moralSeImag_8",0
"5763","coreself_6","NPI8",0
"5764","coreself_6","NPI9",0
"5765","coreself_6","NPI10",0
"5766","coreself_6","NPI11",0
"5767","coreself_6","NPI12",0
"5768","coreself_6","NPI13",0
"5769","coreself_6","NPI14",0
"5770","coreself_6","NPI15",0
"5772","coreself_6","hsns_2",0
"5773","selfclarity_4","moralSeImag_9",0
"5774","coreself_6","hsns_3",0
"5775","coreself_6","hsns_4",0
"5776","coreself_6","hsns_5",0
"5777","coreself_6","hsns_6",0
"5778","coreself_6","hsns_7",0
"5779","coreself_6","hsns_8",0
"5780","coreself_6","hsns_9",0
"5781","coreself_6","hsns_10",0
"5782","coreself_6","MorIden_1",0
"5783","coreself_6","MorIden_2",0
"5784","selfclarity_4","sde_1",0
"5785","coreself_6","MorIden_3",0
"5786","coreself_6","MorIden_4",0
"5787","coreself_6","MorIden_5",0
"5788","coreself_6","MorIden_6",0
"5789","coreself_6","MorIden_7",0
"5790","coreself_6","MorIden_8",0
"5791","coreself_6","MorIden_9",0
"5792","coreself_6","MorIden_10",0
"5793","coreself_6","moralSeImag_1",0
"5794","coreself_6","moralSeImag_2",0
"5795","selfclarity_4","sde_2",0
"5796","coreself_6","moralSeImag_3",0
"5797","coreself_6","moralSeImag_4",0
"5798","coreself_6","moralSeImag_5",0
"5799","coreself_6","moralSeImag_6",0
"5800","coreself_6","moralSeImag_7",0
"5801","coreself_6","moralSeImag_8",0
"5802","coreself_6","moralSeImag_9",0
"5803","coreself_6","sde_1",0
"5804","coreself_6","sde_2",0
"5805","coreself_6","sde_3",0
"5806","selfclarity_1","NPI8",0
"5807","selfclarity_4","sde_3",0
"5808","coreself_6","sde_4",0
"5809","coreself_6","sde_5",0
"5810","coreself_6","sde_6",0
"5811","coreself_6","sde_7",0
"5812","coreself_6","sde_8",0
"5813","coreself_6","sde_9",0
"5814","coreself_6","sde_10",0
"5815","coreself_6","sde_11",0
"5816","coreself_6","sde_12",0
"5817","coreself_6","sde_13",0
"5819","coreself_6","sde_14",0
"5820","coreself_6","sde_15",0
"5821","coreself_6","sde_16",0
"5822","coreself_6","sde_17",0
"5823","coreself_6","sde_18",0
"5824","coreself_6","sde_19",0
"5825","coreself_6","sde_20",0
"5826","coreself_6","IM_1",0
"5827","coreself_6","IM_2",0
"5828","coreself_6","IM_3",0
"5829","selfclarity_4","sde_5",0
"5830","coreself_6","IM_4",0
"5831","coreself_6","IM_5",0
"5832","coreself_6","IM_6",0
"5833","coreself_6","IM_7",0
"5834","coreself_6","IM_8",0
"5835","coreself_6","IM_9",0
"5836","coreself_6","IM_10",0
"5837","coreself_6","IM_11",0
"5838","coreself_6","IM_12",0
"5839","coreself_6","IM_13",0
"5840","selfclarity_4","sde_6",0
"5841","coreself_6","IM_14",0
"5842","coreself_6","IM_15",0
"5843","coreself_6","IM_16",0
"5844","coreself_6","IM_17",0
"5845","coreself_6","IM_18",0
"5846","coreself_6","IM_19",0
"5847","coreself_6","IM_20",0
"5848","coreself_6","Ability",0
"5849","coreself_6","Physical",0
"5850","coreself_6","Material",0
"5851","selfclarity_4","sde_7",0
"5852","coreself_6","Social",0
"5853","coreself_6","Moral",0
"5854","coreself_6","SES2",0
"5855","coreself_6","SES1",0
"5856","coreself_6","ability_IAT",0
"5857","coreself_6","moral_IAT",0
"5858","coreself_6","ability_ALT_rt_val",0
"5859","coreself_6","moral_ALT_rt_val",0
"5860","coreself_6","ability_ALT_rt_ref",0
"5861","coreself_6","moral_ALT_rt_ref",0
"5862","selfclarity_4","sde_8",0
"5863","coreself_6","ability_SRET_EW",0
"5864","coreself_6","moral_SRET_EW",0
"5865","coreself_6","ability_ALT_d_val",0
"5866","coreself_6","moral_ALT_d_val",0
"5867","coreself_6","ability_ALT_d_ref",0
"5868","coreself_6","moral_ALT_d_ref",0
"5870","coreself_7","coreself_9",0
"5872","coreself_7","NPI1",0
"5873","selfclarity_4","sde_9",0
"5874","coreself_7","NPI2",0
"5875","coreself_7","NPI3",0
"5876","coreself_7","NPI4",0
"5877","coreself_7","NPI5",0
"5878","coreself_7","NPI6",0
"5880","coreself_7","NPI8",0
"5881","coreself_7","NPI9",0
"5882","coreself_7","NPI10",0
"5883","coreself_7","NPI11",0
"5884","selfclarity_4","sde_10",0
"5885","coreself_7","NPI12",0
"5886","coreself_7","NPI13",0
"5887","coreself_7","NPI14",0
"5888","coreself_7","NPI15",0
"5889","coreself_7","hsns_1",0
"5890","coreself_7","hsns_2",0
"5891","coreself_7","hsns_3",0
"5892","coreself_7","hsns_4",0
"5893","coreself_7","hsns_5",0
"5894","coreself_7","hsns_6",0
"5895","selfclarity_4","sde_11",0
"5896","coreself_7","hsns_7",0
"5897","coreself_7","hsns_8",0
"5898","coreself_7","hsns_9",0
"5899","coreself_7","hsns_10",0
"5900","coreself_7","MorIden_1",0
"5901","coreself_7","MorIden_2",0
"5902","coreself_7","MorIden_3",0
"5903","coreself_7","MorIden_4",0
"5904","coreself_7","MorIden_5",0
"5905","coreself_7","MorIden_6",0
"5906","selfclarity_4","sde_12",0
"5907","coreself_7","MorIden_7",0
"5908","coreself_7","MorIden_8",0
"5909","coreself_7","MorIden_9",0
"5910","coreself_7","MorIden_10",0
"5911","coreself_7","moralSeImag_1",0
"5912","coreself_7","moralSeImag_2",0
"5913","coreself_7","moralSeImag_3",0
"5914","coreself_7","moralSeImag_4",0
"5915","coreself_7","moralSeImag_5",0
"5916","coreself_7","moralSeImag_6",0
"5917","selfclarity_1","NPI9",0
"5918","selfclarity_4","sde_13",0
"5919","coreself_7","moralSeImag_7",0
"5920","coreself_7","moralSeImag_8",0
"5921","coreself_7","moralSeImag_9",0
"5922","coreself_7","sde_1",0
"5923","coreself_7","sde_2",0
"5924","coreself_7","sde_3",0
"5925","coreself_7","sde_4",0
"5926","coreself_7","sde_5",0
"5927","coreself_7","sde_6",0
"5928","coreself_7","sde_7",0
"5929","selfclarity_4","sde_14",0
"5930","coreself_7","sde_8",0
"5931","coreself_7","sde_9",0
"5932","coreself_7","sde_10",0
"5933","coreself_7","sde_11",0
"5934","coreself_7","sde_12",0
"5935","coreself_7","sde_13",0
"5936","coreself_7","sde_14",0
"5937","coreself_7","sde_15",0
"5938","coreself_7","sde_16",0
"5939","coreself_7","sde_17",0
"5940","selfclarity_4","sde_15",0
"5941","coreself_7","sde_18",0
"5942","coreself_7","sde_19",0
"5943","coreself_7","sde_20",0
"5944","coreself_7","IM_1",0
"5945","coreself_7","IM_2",0
"5946","coreself_7","IM_3",0
"5947","coreself_7","IM_4",0
"5948","coreself_7","IM_5",0
"5949","coreself_7","IM_6",0
"5950","coreself_7","IM_7",0
"5951","selfclarity_4","sde_16",0
"5952","coreself_7","IM_8",0
"5953","coreself_7","IM_9",0
"5954","coreself_7","IM_10",0
"5955","coreself_7","IM_11",0
"5956","coreself_7","IM_12",0
"5957","coreself_7","IM_13",0
"5958","coreself_7","IM_14",0
"5959","coreself_7","IM_15",0
"5960","coreself_7","IM_16",0
"5961","coreself_7","IM_17",0
"5962","selfclarity_4","sde_17",0
"5963","coreself_7","IM_18",0
"5964","coreself_7","IM_19",0
"5965","coreself_7","IM_20",0
"5966","coreself_7","Ability",0
"5967","coreself_7","Physical",0
"5968","coreself_7","Material",0
"5969","coreself_7","Social",0
"5970","coreself_7","Moral",0
"5971","coreself_7","SES2",0
"5972","coreself_7","SES1",0
"5973","selfclarity_4","sde_18",0
"5974","coreself_7","ability_IAT",0
"5975","coreself_7","moral_IAT",0
"5976","coreself_7","ability_ALT_rt_val",0
"5977","coreself_7","moral_ALT_rt_val",0
"5978","coreself_7","ability_ALT_rt_ref",0
"5979","coreself_7","moral_ALT_rt_ref",0
"5980","coreself_7","ability_SRET_EW",0
"5981","coreself_7","moral_SRET_EW",0
"5982","coreself_7","ability_ALT_d_val",0
"5983","coreself_7","moral_ALT_d_val",0
"5984","selfclarity_4","sde_19",0
"5985","coreself_7","ability_ALT_d_ref",0
"5986","coreself_7","moral_ALT_d_ref",0
"5987","coreself_8","coreself_9",0
"5988","coreself_8","coreself_10",0
"5989","coreself_8","NPI1",0
"5990","coreself_8","NPI2",0
"5991","coreself_8","NPI3",0
"5992","coreself_8","NPI4",0
"5993","coreself_8","NPI5",0
"5994","coreself_8","NPI6",0
"5995","selfclarity_4","sde_20",0
"5997","coreself_8","NPI8",0
"5998","coreself_8","NPI9",0
"5999","coreself_8","NPI10",0
"6000","coreself_8","NPI11",0
"6001","coreself_8","NPI12",0
"6002","coreself_8","NPI13",0
"6003","coreself_8","NPI14",0
"6004","coreself_8","NPI15",0
"6005","coreself_8","hsns_1",0
"6006","selfclarity_4","IM_1",0
"6007","coreself_8","hsns_2",0
"6008","coreself_8","hsns_3",0
"6009","coreself_8","hsns_4",0
"6010","coreself_8","hsns_5",0
"6011","coreself_8","hsns_6",0
"6012","coreself_8","hsns_7",0
"6013","coreself_8","hsns_8",0
"6014","coreself_8","hsns_9",0
"6015","coreself_8","hsns_10",0
"6016","coreself_8","MorIden_1",0
"6017","selfclarity_4","IM_2",0
"6019","coreself_8","MorIden_3",0
"6020","coreself_8","MorIden_4",0
"6021","coreself_8","MorIden_5",0
"6022","coreself_8","MorIden_6",0
"6023","coreself_8","MorIden_7",0
"6024","coreself_8","MorIden_8",0
"6025","coreself_8","MorIden_9",0
"6026","coreself_8","MorIden_10",0
"6027","coreself_8","moralSeImag_1",0
"6028","selfclarity_1","NPI10",0
"6029","selfclarity_4","IM_3",0
"6030","coreself_8","moralSeImag_2",0
"6031","coreself_8","moralSeImag_3",0
"6032","coreself_8","moralSeImag_4",0
"6033","coreself_8","moralSeImag_5",0
"6035","coreself_8","moralSeImag_7",0
"6036","coreself_8","moralSeImag_8",0
"6037","coreself_8","moralSeImag_9",0
"6038","coreself_8","sde_1",0
"6039","coreself_8","sde_2",0
"6040","selfclarity_4","IM_4",0
"6041","coreself_8","sde_3",0
"6042","coreself_8","sde_4",0
"6043","coreself_8","sde_5",0
"6044","coreself_8","sde_6",0
"6045","coreself_8","sde_7",0
"6046","coreself_8","sde_8",0
"6047","coreself_8","sde_9",0
"6049","coreself_8","sde_11",0
"6050","coreself_8","sde_12",0
"6051","selfclarity_4","IM_5",0
"6052","coreself_8","sde_13",0
"6053","coreself_8","sde_14",0
"6054","coreself_8","sde_15",0
"6055","coreself_8","sde_16",0
"6056","coreself_8","sde_17",0
"6057","coreself_8","sde_18",0
"6058","coreself_8","sde_19",0
"6059","coreself_8","sde_20",0
"6060","coreself_8","IM_1",0
"6061","coreself_8","IM_2",0
"6062","selfclarity_4","IM_6",0
"6063","coreself_8","IM_3",0
"6064","coreself_8","IM_4",0
"6065","coreself_8","IM_5",0
"6066","coreself_8","IM_6",0
"6067","coreself_8","IM_7",0
"6068","coreself_8","IM_8",0
"6069","coreself_8","IM_9",0
"6070","coreself_8","IM_10",0
"6071","coreself_8","IM_11",0
"6072","coreself_8","IM_12",0
"6073","selfclarity_4","IM_7",0
"6074","coreself_8","IM_13",0
"6075","coreself_8","IM_14",0
"6076","coreself_8","IM_15",0
"6077","coreself_8","IM_16",0
"6078","coreself_8","IM_17",0
"6079","coreself_8","IM_18",0
"6080","coreself_8","IM_19",0
"6081","coreself_8","IM_20",0
"6082","coreself_8","Ability",0
"6083","coreself_8","Physical",0
"6084","selfclarity_4","IM_8",0
"6085","coreself_8","Material",0
"6086","coreself_8","Social",0
"6088","coreself_8","SES2",0
"6089","coreself_8","SES1",0
"6090","coreself_8","ability_IAT",0
"6091","coreself_8","moral_IAT",0
"6092","coreself_8","ability_ALT_rt_val",0
"6093","coreself_8","moral_ALT_rt_val",0
"6094","coreself_8","ability_ALT_rt_ref",0
"6095","selfclarity_4","IM_9",0
"6096","coreself_8","moral_ALT_rt_ref",0
"6097","coreself_8","ability_SRET_EW",0
"6098","coreself_8","moral_SRET_EW",0
"6099","coreself_8","ability_ALT_d_val",0
"6100","coreself_8","moral_ALT_d_val",0
"6101","coreself_8","ability_ALT_d_ref",0
"6102","coreself_8","moral_ALT_d_ref",0
"6104","coreself_9","NPI1",0
"6105","coreself_9","NPI2",0
"6106","selfclarity_4","IM_10",0
"6107","coreself_9","NPI3",0
"6108","coreself_9","NPI4",0
"6109","coreself_9","NPI5",0
"6110","coreself_9","NPI6",0
"6111","coreself_9","NPI7",0
"6112","coreself_9","NPI8",0
"6113","coreself_9","NPI9",0
"6114","coreself_9","NPI10",0
"6115","coreself_9","NPI11",0
"6116","coreself_9","NPI12",0
"6117","selfclarity_4","IM_11",0
"6118","coreself_9","NPI13",0
"6119","coreself_9","NPI14",0
"6120","coreself_9","NPI15",0
"6122","coreself_9","hsns_2",0
"6123","coreself_9","hsns_3",0
"6124","coreself_9","hsns_4",0
"6125","coreself_9","hsns_5",0
"6126","coreself_9","hsns_6",0
"6127","coreself_9","hsns_7",0
"6128","selfclarity_4","IM_12",0
"6129","coreself_9","hsns_8",0
"6130","coreself_9","hsns_9",0
"6131","coreself_9","hsns_10",0
"6132","coreself_9","MorIden_1",0
"6133","coreself_9","MorIden_2",0
"6134","coreself_9","MorIden_3",0
"6135","coreself_9","MorIden_4",0
"6136","coreself_9","MorIden_5",0
"6137","coreself_9","MorIden_6",0
"6138","coreself_9","MorIden_7",0
"6139","selfclarity_1","NPI11",0
"6140","selfclarity_4","IM_13",0
"6141","coreself_9","MorIden_8",0
"6142","coreself_9","MorIden_9",0
"6143","coreself_9","MorIden_10",0
"6144","coreself_9","moralSeImag_1",0
"6145","coreself_9","moralSeImag_2",0
"6146","coreself_9","moralSeImag_3",0
"6147","coreself_9","moralSeImag_4",0
"6148","coreself_9","moralSeImag_5",0
"6149","coreself_9","moralSeImag_6",0
"6150","coreself_9","moralSeImag_7",0
"6151","selfclarity_4","IM_14",0
"6152","coreself_9","moralSeImag_8",0
"6153","coreself_9","moralSeImag_9",0
"6154","coreself_9","sde_1",0
"6155","coreself_9","sde_2",0
"6156","coreself_9","sde_3",0
"6157","coreself_9","sde_4",0
"6158","coreself_9","sde_5",0
"6159","coreself_9","sde_6",0
"6160","coreself_9","sde_7",0
"6161","coreself_9","sde_8",0
"6164","coreself_9","sde_10",0
"6165","coreself_9","sde_11",0
"6166","coreself_9","sde_12",0
"6167","coreself_9","sde_13",0
"6168","coreself_9","sde_14",0
"6169","coreself_9","sde_15",0
"6170","coreself_9","sde_16",0
"6171","coreself_9","sde_17",0
"6172","coreself_9","sde_18",0
"6173","selfclarity_4","IM_16",0
"6174","coreself_9","sde_19",0
"6175","coreself_9","sde_20",0
"6176","coreself_9","IM_1",0
"6177","coreself_9","IM_2",0
"6178","coreself_9","IM_3",0
"6179","coreself_9","IM_4",0
"6180","coreself_9","IM_5",0
"6181","coreself_9","IM_6",0
"6182","coreself_9","IM_7",0
"6183","coreself_9","IM_8",0
"6184","selfclarity_4","IM_17",0
"6185","coreself_9","IM_9",0
"6186","coreself_9","IM_10",0
"6187","coreself_9","IM_11",0
"6188","coreself_9","IM_12",0
"6189","coreself_9","IM_13",0
"6190","coreself_9","IM_14",0
"6191","coreself_9","IM_15",0
"6192","coreself_9","IM_16",0
"6193","coreself_9","IM_17",0
"6194","coreself_9","IM_18",0
"6195","selfclarity_4","IM_18",0
"6196","coreself_9","IM_19",0
"6197","coreself_9","IM_20",0
"6198","coreself_9","Ability",0
"6199","coreself_9","Physical",0
"6200","coreself_9","Material",0
"6201","coreself_9","Social",0
"6202","coreself_9","Moral",0
"6203","coreself_9","SES2",0
"6204","coreself_9","SES1",0
"6205","coreself_9","ability_IAT",0
"6206","selfclarity_4","IM_19",0
"6207","coreself_9","moral_IAT",0
"6208","coreself_9","ability_ALT_rt_val",0
"6209","coreself_9","moral_ALT_rt_val",0
"6210","coreself_9","ability_ALT_rt_ref",0
"6211","coreself_9","moral_ALT_rt_ref",0
"6212","coreself_9","ability_SRET_EW",0
"6213","coreself_9","moral_SRET_EW",0
"6214","coreself_9","ability_ALT_d_val",0
"6215","coreself_9","moral_ALT_d_val",0
"6216","coreself_9","ability_ALT_d_ref",0
"6217","selfclarity_4","IM_20",0
"6218","coreself_9","moral_ALT_d_ref",0
"6219","coreself_10","NPI1",0
"6220","coreself_10","NPI2",0
"6221","coreself_10","NPI3",0
"6222","coreself_10","NPI4",0
"6223","coreself_10","NPI5",0
"6224","coreself_10","NPI6",0
"6225","coreself_10","NPI7",0
"6226","coreself_10","NPI8",0
"6227","coreself_10","NPI9",0
"6228","selfclarity_4","Ability",0
"6229","coreself_10","NPI10",0
"6230","coreself_10","NPI11",0
"6231","coreself_10","NPI12",0
"6232","coreself_10","NPI13",0
"6233","coreself_10","NPI14",0
"6234","coreself_10","NPI15",0
"6235","coreself_10","hsns_1",0
"6236","coreself_10","hsns_2",0
"6237","coreself_10","hsns_3",0
"6238","coreself_10","hsns_4",0
"6239","selfclarity_4","Physical",0
"6240","coreself_10","hsns_5",0
"6241","coreself_10","hsns_6",0
"6242","coreself_10","hsns_7",0
"6243","coreself_10","hsns_8",0
"6244","coreself_10","hsns_9",0
"6245","coreself_10","hsns_10",0
"6246","coreself_10","MorIden_1",0
"6247","coreself_10","MorIden_2",0
"6248","coreself_10","MorIden_3",0
"6249","coreself_10","MorIden_4",0
"6250","selfclarity_1","NPI12",0
"6251","selfclarity_4","Material",0
"6252","coreself_10","MorIden_5",0
"6253","coreself_10","MorIden_6",0
"6254","coreself_10","MorIden_7",0
"6255","coreself_10","MorIden_8",0
"6256","coreself_10","MorIden_9",0
"6257","coreself_10","MorIden_10",0
"6258","coreself_10","moralSeImag_1",0
"6259","coreself_10","moralSeImag_2",0
"6260","coreself_10","moralSeImag_3",0
"6261","coreself_10","moralSeImag_4",0
"6262","selfclarity_4","Social",0
"6263","coreself_10","moralSeImag_5",0
"6264","coreself_10","moralSeImag_6",0
"6265","coreself_10","moralSeImag_7",0
"6266","coreself_10","moralSeImag_8",0
"6267","coreself_10","moralSeImag_9",0
"6268","coreself_10","sde_1",0
"6269","coreself_10","sde_2",0
"6270","coreself_10","sde_3",0
"6271","coreself_10","sde_4",0
"6272","coreself_10","sde_5",0
"6273","selfclarity_4","Moral",0
"6274","coreself_10","sde_6",0
"6275","coreself_10","sde_7",0
"6276","coreself_10","sde_8",0
"6278","coreself_10","sde_10",0
"6279","coreself_10","sde_11",0
"6280","coreself_10","sde_12",0
"6281","coreself_10","sde_13",0
"6282","coreself_10","sde_14",0
"6283","coreself_10","sde_15",0
"6284","selfclarity_4","SES2",0
"6285","coreself_10","sde_16",0
"6286","coreself_10","sde_17",0
"6287","coreself_10","sde_18",0
"6288","coreself_10","sde_19",0
"6289","coreself_10","sde_20",0
"6290","coreself_10","IM_1",0
"6291","coreself_10","IM_2",0
"6292","coreself_10","IM_3",0
"6293","coreself_10","IM_4",0
"6294","coreself_10","IM_5",0
"6295","selfclarity_4","SES1",0
"6296","coreself_10","IM_6",0
"6297","coreself_10","IM_7",0
"6298","coreself_10","IM_8",0
"6299","coreself_10","IM_9",0
"6300","coreself_10","IM_10",0
"6301","coreself_10","IM_11",0
"6302","coreself_10","IM_12",0
"6303","coreself_10","IM_13",0
"6304","coreself_10","IM_14",0
"6305","coreself_10","IM_15",0
"6306","selfclarity_4","ability_IAT",0
"6307","coreself_10","IM_16",0
"6308","coreself_10","IM_17",0
"6309","coreself_10","IM_18",0
"6310","coreself_10","IM_19",0
"6311","coreself_10","IM_20",0
"6312","coreself_10","Ability",0
"6313","coreself_10","Physical",0
"6314","coreself_10","Material",0
"6315","coreself_10","Social",0
"6316","coreself_10","Moral",0
"6317","selfclarity_4","moral_IAT",0
"6318","coreself_10","SES2",0
"6319","coreself_10","SES1",0
"6320","coreself_10","ability_IAT",0
"6321","coreself_10","moral_IAT",0
"6322","coreself_10","ability_ALT_rt_val",0
"6323","coreself_10","moral_ALT_rt_val",0
"6324","coreself_10","ability_ALT_rt_ref",0
"6325","coreself_10","moral_ALT_rt_ref",0
"6326","coreself_10","ability_SRET_EW",0
"6327","coreself_10","moral_SRET_EW",0
"6328","selfclarity_4","ability_ALT_rt_val",0
"6329","coreself_10","ability_ALT_d_val",0
"6330","coreself_10","moral_ALT_d_val",0
"6331","coreself_10","ability_ALT_d_ref",0
"6332","coreself_10","moral_ALT_d_ref",0
"6336","NPI1","NPI5",0
"6337","NPI1","NPI6",0
"6338","NPI1","NPI7",0
"6339","selfclarity_4","moral_ALT_rt_val",0
"6340","NPI1","NPI8",0
"6341","NPI1","NPI9",0
"6342","NPI1","NPI10",0
"6343","NPI1","NPI11",0
"6344","NPI1","NPI12",0
"6345","NPI1","NPI13",0
"6347","NPI1","NPI15",0
"6348","NPI1","hsns_1",0
"6350","selfclarity_4","ability_ALT_rt_ref",0
"6351","NPI1","hsns_3",0
"6352","NPI1","hsns_4",0
"6353","NPI1","hsns_5",0
"6354","NPI1","hsns_6",0
"6355","NPI1","hsns_7",0
"6356","NPI1","hsns_8",0
"6357","NPI1","hsns_9",0
"6358","NPI1","hsns_10",0
"6359","NPI1","MorIden_1",0
"6360","NPI1","MorIden_2",0
"6361","selfclarity_1","NPI13",0
"6362","selfclarity_4","moral_ALT_rt_ref",0
"6363","NPI1","MorIden_3",0
"6364","NPI1","MorIden_4",0
"6365","NPI1","MorIden_5",0
